Brand,Model,km_driven,Owner,Mfg_year,Fuel_type,Mileage,Transmission,Price(lakh)
Hyundai,Creta,"28,662",First,2020,Petrol,15.29,Automatic,14.9
Skoda,Superb,"34,463",Second,2017,Petrol,14.81,Automatic,15.95
BMW,X1,"64,300",Second,2016,Diesel,FWD,BS,18.75
Mercedes-Benz,C-Class,"57,750",First,2015,Petrol,14.74,Automatic,23.85
Hyundai,Creta,"71,000",First,2019,Diesel,17.01,Automatic,15.49
Honda,Jazz,"35,755",Second,2017,Petrol,18.7,Manual,4.3
Maruti,Suzuki,"29,954",First,2016,Petrol,23.1,Automatic,4.85
Maruti,Suzuki,"29,954",First,2016,Petrol,23.1,Automatic,4.85
Volkswagen,Vento,"1,11,139",First,2018,Diesel,22.15,Automatic,7.9
BMW,5,"48,000",First,2017,Diesel,18.12,Automatic,30
Honda,City,"64,000",First,2017,Petrol,17.4,Manual,6.9
Hyundai,Creta,"28,662",First,2020,Petrol,15.29,Automatic,14.9
Tata,Safari,"10,000",First,2022,Diesel,350,704,24.85
Maruti,Suzuki,"78,232",First,2013,CNG,Manual,1475,3.06
Honda,City,"16,644",First,2021,Petrol,FWD,No,12.85
Honda,City,"73,749",First,2015,Petrol,16.8,Manual,5.31
Honda,Brio,"13,521",First,2016,Petrol,19.4,Manual,5.15
Honda,City,"20,818",First,2019,Petrol,FWD,No,8.5
Honda,City,"64,461",First,2015,Petrol,FWD,No,6.5
Honda,Brio,"13,521",First,2016,Petrol,19.4,Manual,5.15
Honda,City,"20,818",First,2019,Petrol,FWD,No,8.5
Honda,City,"64,461",First,2015,Petrol,FWD,No,6.5
Hyundai,Creta,"34,287",First,2017,Petrol,17,FWD,8.75
Honda,City,"55,232",First,2015,Petrol,FWD,No,6.6
Maruti,Suzuki,"22,168",First,2016,Petrol,21.4,Manual,5.6
Honda,City,"42,919",First,2015,Petrol,FWD,No,7.55
Honda,Jazz,"53,169",First,2015,Petrol,18.7,Manual,5.65
Honda,City,"35,856",First,2015,Petrol,FWD,No,6.9
Mercedes-Benz,GLA,"37,500",Second,2016,Diesel,FWD,BS,22.25
Maruti,Suzuki,"22,744",First,2020,Petrol,20.4,Manual,6.75
Toyota,Camry,"22,715",First,2016,Petrol,19.16,Automatic,21.99
Hyundai,Verna,"18,193",First,2012,Diesel,FWD,Turbocharged,4.25
Renault,Triber,"24,571",First,2020,Petrol,20,Manual,6.3
Renault,Triber,"24,571",First,2020,Petrol,20,Manual,6.3
Toyota,Innova,"98,370",First,2018,Diesel,15.1,Manual,18.99
Toyota,Innova,"1,10,847",First,2017,Diesel,14.29,Automatic,18.99
BMW,X1,"64,300",Second,2016,Diesel,FWD,BS,18.75
Nissan,Terrano,"84,200",First,2015,Diesel,20.5,Manual,5.75
Maruti,Suzuki,"32,000",First,2016,Diesel,24.29,Manual,8.1
Toyota,Innova,"1,44,092",First,2017,Diesel,15.1,Manual,16.25
BMW,3,"69,074",First,2013,Diesel,22.69,Automatic,13.05
Honda,Jazz,"22,080",First,2016,Petrol,18.7,Manual,5.75
Toyota,Innova,"89,595",First,2012,Diesel,11.4,4555,7.25
Honda,Jazz,"35,755",Second,2017,Petrol,18.7,Manual,4.3
Toyota,Corolla,"1,04,814",First,2014,Petrol,15.23,Manual,7.25
Toyota,Camry,"41,063",First,2017,Petrol,19.16,Automatic,23.99
Honda,City,"10,929",First,2016,Petrol,FWD,No,6.75
Honda,City,"10,929",First,2016,Petrol,FWD,No,6.75
Mahindra,Bolero,"57,275",First,2019,Diesel,15.96,Manual,7.25
Honda,Amaze,"12,000",First,2016,Petrol,15.5,Automatic,5.8
Maruti,Suzuki,"42,748",First,2014,Petrol,23.1,Automatic,3.9
Hyundai,Xcent,"71,024",First,2014,Petrol,19.1,Manual,3.33
Toyota,Camry,"92,355",First,2015,Petrol,19.16,Automatic,14.25
Maruti,Suzuki,"28,945",First,2017,Petrol,20.4,Manual,5.25
Toyota,Camry,"69,332",First,2016,Petrol,19.16,Automatic,19.99
Toyota,Corolla,"37,864",First,2017,Petrol,16.7,Automatic,13.99
Honda,Jazz,"41,166",First,2015,Petrol,18.7,Manual,4.7
Mahindra,XUV500,"45,961",First,2018,Diesel,15.1,Manual,12.99
Hyundai,Elite,"48,075",First,2017,Petrol,18.6,Manual,5.99
Toyota,Innova,"17,777",First,2021,Diesel,15.1,Manual,32
Maruti,Suzuki,"27,625",First,2020,Petrol,19.01,FWD,32
Mercedes-Benz,C-Class,"22,000",First,2018,Petrol,19.01,FWD,32
Maruti,Suzuki,"27,625",First,2020,Petrol,19.01,FWD,32
Mercedes-Benz,C-Class,"22,000",First,2018,Petrol,19.01,FWD,32
Maruti,Suzuki,"6,733",First,2021,Petrol,22,FWD,3.6
Honda,City,"91,158",First,2014,Petrol,16.8,Manual,5.1
Maruti,Suzuki,"42,500",First,2015,CNG,58,FWD,4.15
Volkswagen,Vento,"98,112",First,2015,Petrol,15.04,Manual,4.3
Honda,City,"48,132",First,2015,Petrol,FWD,No,7.25
Hyundai,Venue,"11,744",First,2020,Petrol,18.15,FWD,11.75
Nissan,Sunny,"38,732",First,2018,Petrol,17.5,Automatic,6.4
Hyundai,Elite,"62,404",First,2016,Petrol,18.6,Manual,5.95
Ford,Figo,"40,977",First,2015,Petrol,17,Automatic,4.65
Maruti,Suzuki,"23,086",First,2013,Petrol,18.5,Manual,3.25
Hyundai,Creta,"44,099",First,2017,Diesel,17.01,Automatic,11.71
Maruti,Suzuki,"43,782",First,2016,Petrol,23.1,AMT,4.95
Maruti,Suzuki,"59,371",First,2015,Diesel,FWD,Turbocharged,6.45
Hyundai,Elite,"47,752",First,2015,Petrol,18.6,Manual,5.51
Honda,City,"46,397",First,2015,Petrol,FWD,No,7.5
Nissan,Sunny,"56,011",First,2014,Petrol,17.97,Automatic,3.75
Honda,BR-V,"66,533",First,2017,Petrol,16,Automatic,8.5
Hyundai,Creta,"44,099",First,2017,Diesel,17.01,Automatic,11.71
Datsun,redi-GO,"1,387",First,2019,Petrol,22.5,Manual,3.45
Honda,City,"68,803",First,2015,Petrol,FWD,No,6.35
Honda,City,"46,397",First,2015,Petrol,FWD,No,7.5
Honda,BR-V,"66,533",First,2017,Petrol,16,Automatic,8.5
Hyundai,Elite,"47,752",First,2015,Petrol,18.6,Manual,5.51
Nissan,Sunny,"56,011",First,2014,Petrol,17.97,Automatic,3.75
Honda,Amaze,"60,298",First,2013,Petrol,15.5,Automatic,3.9
Maruti,Suzuki,"45,143",First,2016,Petrol,20.729999542236328,Manual,6.25
Maruti,Suzuki,"23,207",First,2016,Petrol,19.12,Automatic,7.15
Hyundai,Creta,"66,188",First,2017,Diesel,17.01,Automatic,11.9
Honda,City,"51,348",First,2015,Petrol,FWD,No,5.75
Maruti,Suzuki,"39,020",First,2015,Petrol,18.6,Manual,4.51
Maruti,Suzuki,"45,616",First,2015,Petrol,20.729999542236328,Manual,5.4
Maruti,Suzuki,"51,307",First,2016,Diesel,28.09,Manual,6.71
Honda,WR-V,"30,653",First,2017,Petrol,17.5,Manual,7.3
Maruti,Suzuki,"35,642",First,2016,Petrol,20.729999542236328,Manual,6.6
Honda,City,"79,831",First,2015,Petrol,FWD,No,5.75
Honda,Mobilio,"47,389",First,2015,Diesel,24.2,Manual,6.11
Hyundai,Creta,"22,384",First,2017,Petrol,15.29,Automatic,11.75
Honda,City,"50,681",First,2018,Petrol,FWD,No,7.5
Honda,City,"50,395",First,2016,Petrol,FWD,No,8.45
Tata,Nexon,"15,981",First,2018,Petrol,17.88,Manual,7.75
Hyundai,Grand,"22,405",First,2017,Petrol,19.77,Manual,4.65
Datsun,redi-GO,"1,387",First,2019,Petrol,22.5,Manual,3.45
Honda,City,"68,803",First,2015,Petrol,FWD,No,6.35
Tata,Nexon,"15,981",First,2018,Petrol,17.88,Manual,7.75
Hyundai,Grand,"22,405",First,2017,Petrol,19.77,Manual,4.65
Maruti,Suzuki,"39,922",First,2016,Petrol,23.1,AMT,4.1
Hyundai,Elite,"28,540",First,2018,Petrol,19.8,Manual,7.15
Hyundai,Grand,"29,964",First,2017,Petrol,18.9,Manual,5.75
Maruti,Suzuki,"59,662",First,2016,Diesel,24.29,Manual,8.21
Hyundai,i20,"32,021",First,2018,Petrol,17.19,Manual,6.11
Hyundai,Grand,"19,593",First,2017,Petrol,19.77,Manual,5.75
Maruti,Suzuki,"41,624",First,2021,CNG,16.2,Manual,6.21
Volkswagen,Polo,"61,101",First,2015,Petrol,16.47,Manual,4.21
Maruti,Suzuki,"44,811",First,2018,Petrol,20.73,Manual,8.25
Maruti,Suzuki,"69,051",First,2016,Petrol,20.4,Manual,5.11
Hyundai,Grand,"33,225",First,2016,Petrol,18.9,Automatic,5.25
Mahindra,XUV500,"87,499",First,2015,Diesel,15.1,Manual,8.11
Hyundai,Grand,"30,399",First,2016,Petrol,16.95,Automatic,5.65
Ford,EcoSport,"47,253",First,2017,Diesel,23,Manual,7.75
Volkswagen,Vento,"92,194",Second,2015,Petrol,18.19,Automatic,5.25
Honda,Jazz,"53,145",First,2015,Petrol,18.7,Manual,5.11
Hyundai,Grand,"55,215",First,2018,Petrol,18.9,Manual,5.35
Maruti,Suzuki,"42,141",First,2017,Petrol,20.73,Manual,7.25
Jaguar,XJ,"65,000",First,2015,Diesel,12.9,Automatic,36.75
Hyundai,Grand,"55,215",First,2018,Petrol,18.9,Manual,5.35
Maruti,Suzuki,"42,141",First,2017,Petrol,20.73,Manual,7.25
Jaguar,XJ,"65,000",First,2015,Diesel,12.9,Automatic,36.75
Mercedes-Benz,CLA,"28,000",Second,2016,Petrol,FWD,Turbocharged,17.5
Honda,City,"35,000",First,2016,Petrol,FWD,No,7.95
Honda,Amaze,"6,000",First,2020,Petrol,19,Automatic,8.85
Skoda,Octavia,"54,000",First,2015,Diesel,19.3,Automatic,12.5
Hyundai,Creta,"28,000",First,2018,Petrol,15.29,Automatic,13.35
Skoda,Superb,"41,000",First,2013,Petrol,13.1,Automatic,6.4
Volkswagen,Jetta,"58,000",First,2014,Diesel,16.96,Automatic,9.25
Hyundai,Verna,"13,000",First,2019,Petrol,FWD,No,10.9
Ford,Endeavour,"24,000",First,2018,Diesel,10.91,Automatic,32
Skoda,Kodiaq,"42,000",First,2018,Diesel,2791,1826,32
Skoda,Octavia,"47,000",First,2015,Petrol,14.7,Automatic,10.25
Mercedes-Benz,CLA,"29,000",First,2019,Diesel,FWD,Turbocharged,29
Mahindra,XUV700,"7,000",First,2021,Petrol,FWD,BS,25.5
Hyundai,Elite,"12,000",First,2019,Petrol,19.8,Automatic,7.35
Hyundai,Elantra,"25,000",First,2014,Petrol,16.3,Automatic,6.85
Skoda,Kushaq,"1,500",First,2022,Petrol,17.2,FWD,17.5
Hyundai,Creta,"28,000",First,2018,Petrol,15.29,Automatic,13.35
Ford,Endeavour,"24,000",First,2018,Diesel,10.91,Automatic,32
Skoda,Kodiaq,"42,000",First,2018,Diesel,2791,1826,32
Volkswagen,Jetta,"58,000",First,2014,Diesel,16.96,Automatic,9.25
Hyundai,Verna,"13,000",First,2019,Petrol,FWD,No,10.9
Mercedes-Benz,CLA,"28,000",Second,2016,Petrol,FWD,Turbocharged,17.5
Skoda,Octavia,"47,000",First,2015,Petrol,14.7,Automatic,10.25
Mercedes-Benz,CLA,"29,000",First,2019,Diesel,FWD,Turbocharged,29
BMW,5,"35,500",First,2018,Petrol,15.56,Automatic,45.5
Mercedes-Benz,S-Class,"17,500",First,2019,Petrol,Automatic,Turbocharged,45.5
Mercedes-Benz,E-Class,"8,000",First,2022,Diesel,12.06,Automatic,82
MINI,Cooper,"22,000",First,2020,Petrol,FWD,3821,48.75
Kia,Carnival,"21,000",First,2020,Diesel,13.9,FWD,35.75
Tata,Safari,"19,000",First,2021,Diesel,350,807,21.9
Mahindra,XUV500,"1,07,169",First,2016,Diesel,13.85,Automatic,11.25
Mahindra,Thar,"9,000",First,2021,Petrol,4WD,BS,16.45
Renault,Duster,"49,000",First,2015,Diesel,19.01,Manual,6.4
Audi,Q3,"65,000",Second,2017,Diesel,15.77,Automatic,6.4
Mahindra,Thar,"9,000",First,2021,Petrol,4WD,BS,16.45
Audi,Q3,"65,000",Second,2017,Diesel,15.77,Automatic,16.45
Renault,Duster,"49,000",First,2015,Diesel,19.01,Manual,6.4
Tata,Harrier,"30,000",First,2021,Diesel,14.6,FWD,22.51
Mercedes-Benz,B-Class,"43,500",First,2015,Diesel,FWD,Turbocharged,14.5
Mercedes-Benz,GLA,"44,800",First,2016,Diesel,FWD,Turbocharged,22.5
Mercedes-Benz,S-Class,"45,000",First,2012,Petrol,Automatic,Idle,19.5
Maruti,Suzuki,"48,549",First,2016,Petrol,23.1,AMT,4.45
MINI,Cooper,"22,000",First,2020,Petrol,FWD,3821,48.75
Land,Rover,"24,000",Second,2018,Diesel,AWD,Turbocharged,2.18
Hyundai,Grand,"28,000",Second,2014,Petrol,16.95,Automatic,4.9
Audi,A6,"47,864",First,2016,Petrol,Automatic,Idle,29.5
Audi,Q3,"32,551",Second,2017,Petrol,FWD,BS,29.5
Audi,A4,"53,401",First,2017,Diesel,FWD,BS,29.9
Maruti,Suzuki,"80,176",First,2012,CNG,Manual,1475,3.11
Volkswagen,Vento,"79,676",First,2012,Diesel,Manual,1475,3.11
Renault,Duster,"57,660",First,2012,Diesel,20.45,Manual,4.75
Jeep,Compass,"28,111",First,2019,Petrol,FWD,BS,18.25
Volkswagen,Vento,"79,676",First,2012,Diesel,FWD,BS,18.25
Renault,Duster,"57,660",First,2012,Diesel,20.45,Manual,4.75
Jeep,Compass,"28,111",First,2019,Petrol,FWD,BS,18.25
Audi,A4,"53,400",First,2017,Diesel,FWD,BS,29.9
Audi,Q3,"32,551",Second,2017,Petrol,FWD,BS,29.9
Audi,Q5,"20,805",First,2018,Diesel,FWD,BS,29.9
BMW,X5,"1,03,000",Third,2015,Diesel,15.97,Automatic,27.5
Toyota,Etios,"68,000",First,2012,Petrol,17.57,Manual,3.75
Maruti,Suzuki,"24,000",First,2015,CNG,22.74,Manual,3.65
BMW,3,"39,000",First,2018,Diesel,RWD,Turbocharged,39
BMW,5,"48,000",Second,2018,Diesel,14.69,Automatic,48
Hyundai,Verna,"39,000",First,2014,Petrol,FWD,No,4.9
BMW,5,"71,000",First,2013,Diesel,14.69,Automatic,22.5
Audi,Q8,"15,000",First,2020,Petrol,335,9.8,1.11
Mahindra,Thar,"9,000",Second,2021,Petrol,4WD,BS,16.45
Honda,BR-V,"61,228",First,2016,Petrol,16,Automatic,8.5
Hyundai,Creta,"82,000",First,2018,Diesel,17.01,Automatic,13.4
Mahindra,Thar,"9,000",Second,2021,Petrol,4WD,BS,16.45
Honda,BR-V,"61,228",First,2016,Petrol,16,Automatic,8.5
Hyundai,Creta,"82,000",First,2018,Diesel,17.01,Automatic,13.4
Volkswagen,Polo,"62,345",First,2016,Petrol,16.47,Manual,5.45
Hyundai,Creta,"18,000",First,2020,Petrol,17,FWD,18.9
Maruti,Suzuki,"54,000",First,2012,Petrol,19.1,Manual,3.95
Mercedes-Benz,S-Class,"32,500",First,2014,Diesel,19.1,Manual,3.95
Skoda,Kodiaq,"25,000",First,2017,Diesel,2791,1799,3.95
Mercedes-Benz,GLE,"28,000",First,2017,Diesel,Automatic,Turbocharged,52
Mercedes-Benz,C-Class,"9,000",First,2021,Diesel,RWD,BS,52
BMW,X5,"49,400",First,2015,Diesel,15.97,Automatic,34.5
Volkswagen,Tiguan,"52,000",Second,2017,Diesel,16.65,Automatic,22.9
Skoda,Kodiaq,"36,000",First,2018,Diesel,2791,1799,22.9
Audi,A6,"11,000",First,2021,Petrol,241,14,63
Porsche,Cayenne,"10,000",First,2019,Petrol,AWD,Idle,1.25
Toyota,Camry,"36,500",First,2017,Petrol,19.16,Automatic,24.75
Hyundai,Creta,"18,000",First,2020,Petrol,17,FWD,18.9
Audi,Q5,"20,805",First,2018,Diesel,17,FWD,18.9
Audi,A4,"33,400",First,2018,Petrol,FWD,BS,30.5
Toyota,Camry,"36,500",First,2017,Petrol,19.16,Automatic,24.75
Hyundai,Creta,"18,000",First,2020,Petrol,17,FWD,18.9
Audi,Q5,"20,805",First,2018,Diesel,17,FWD,18.9
Audi,A4,"33,400",First,2018,Petrol,FWD,BS,30.5
Mercedes-Benz,M-Class,"65,000",Second,2012,Diesel,8.2,Automatic,19.75
BMW,5,"52,350",First,2013,Diesel,18.48,Automatic,13.95
Mercedes-Benz,S-Class,"70,000",First,2012,Diesel,18.48,Automatic,13.95
Mercedes-Benz,E-Class,"55,000",Second,2015,Diesel,14.2,Automatic,20.5
Audi,A6,"48,600",Second,2012,Petrol,14.2,Automatic,20.5
Mercedes-Benz,GLC,"61,000",First,2017,Petrol,AWD,BS,38.5
Hyundai,Elantra,"45,000",Second,2016,Petrol,16.3,Manual,8.9
BMW,3,"14,697",First,2020,Diesel,RWD,Turbocharged,45
Land,Rover,"7,000",First,2021,Diesel,13.1,AWD,45
Toyota,Innova,"85,000",First,2016,Diesel,14.29,Automatic,17.9
Volkswagen,Vento,"44,000",First,2016,Petrol,18.19,Automatic,6.95
BMW,X5,"24,000",First,2017,Petrol,11.33,Automatic,49.5
Jeep,Compass,"23,000",First,2018,Petrol,FWD,BS,15.25
Jeep,Compass,"32,000",First,2018,Petrol,FWD,BS,15.25
Audi,A4,"42,000",First,2017,Petrol,FWD,BS,24.75
Jeep,Compass,"32,000",First,2018,Petrol,FWD,BS,15.25
BMW,X5,"24,000",First,2017,Petrol,11.33,Automatic,49.5
Renault,Duster,"74,094",First,2012,Diesel,20.45,Manual,4
Maruti,Suzuki,"40,840",First,2016,Diesel,23.65,Manual,7
BMW,3,"14,697",First,2020,Diesel,RWD,Turbocharged,45
Land,Rover,"7,000",First,2021,Diesel,13.1,AWD,45
Toyota,Camry,"36,500",First,2017,Petrol,19.16,Automatic,24.75
Hyundai,i10,"79,270",First,2013,Petrol,20.63,Manual,2.99
MG,ZS,"21,000",First,2021,Electric,FWD,BS,22.9
MG,ZS,"9,000",First,2021,Electric,FWD,BS,24.35
Hyundai,Creta,"51,000",First,2017,Diesel,17.01,Automatic,12.51
Land,Rover,"39,220",First,2019,Petrol,Automatic,4879,1.32
BMW,Z4,"7,000",Second,2016,Petrol,10.37,Automatic,55
Hyundai,Elantra,"32,000",First,2017,Petrol,14.59,Automatic,11.65
Audi,A8,"68,000",First,2012,Diesel,15.5,Automatic,23.75
Hyundai,Elite,"1,66,531",First,2015,Diesel,22.54,Manual,6.25
Hyundai,Elite,"1,66,531",First,2015,Diesel,22.54,Manual,6.25
Land,Rover,"39,220",First,2019,Petrol,Automatic,4879,1.32
Mercedes-Benz,CLA,"42,000",First,2016,Petrol,FWD,Turbocharged,21.25
Mercedes-Benz,GLE,"46,000",First,2016,Diesel,Automatic,Turbocharged,42.75
Mercedes-Benz,GLC,"20,000",First,2021,Petrol,194,12.8,64
MG,ZS,"9,000",First,2021,Electric,FWD,BS,24.35
Hyundai,Creta,"73,000",First,2018,Petrol,15.29,Automatic,11.5
MG,ZS,"21,000",First,2021,Electric,FWD,BS,22.9
Jeep,Compass,"25,000",First,2017,Petrol,FWD,BS,14.25
Audi,Q2,"19,000",First,2020,Petrol,188,15.3,30.5
Audi,A3,"40,500",First,2016,Diesel,FWD,Turbocharged,22.25
Mercedes-Benz,GLE,"51,000",Second,2016,Diesel,Automatic,Turbocharged,39.5
Kia,Seltos,"9,000",First,2019,Petrol,16.5,Automatic,39.5
Mercedes-Benz,GLA,"32,000",Second,2018,Diesel,FWD,BS,26.5
Mahindra,XUV700,"12,000",First,2022,Diesel,FWD,BS,27.8
Hyundai,Grand,"43,000",First,2013,Petrol,18.9,Manual,3.75
Maruti,Suzuki,"63,989",First,2012,Petrol,18.6,Manual,3.4
Honda,City,"49,419",Second,2016,Petrol,FWD,No,7.5
Kia,Seltos,"9,000",First,2019,Petrol,16.5,Automatic,7.5
Mercedes-Benz,GLE,"51,000",Second,2016,Diesel,Automatic,Turbocharged,39.5
Hyundai,Creta,"76,000",First,2018,Diesel,21.38,Manual,10.25
Hyundai,Elite,"33,647",First,2018,Petrol,19.8,Automatic,7.9
Audi,A4,"30,000",First,2018,Petrol,FWD,BS,33
Mercedes-Benz,GLA,"32,000",Second,2018,Diesel,FWD,BS,26.5
Hyundai,Creta,"31,000",First,2018,Petrol,15.29,Automatic,13.25
Volkswagen,Polo,"48,000",First,2015,Petrol,16.47,Manual,4.65
Jeep,Compass,"27,000",First,2019,Petrol,FWD,BS,19.55
Maruti,Suzuki,"33,000",First,2019,Petrol,17.99,FWD,19.55
BMW,3,"50,000",First,2014,Diesel,18.88,Automatic,16.75
Hyundai,Elite,"48,000",Second,2018,Petrol,19.8,Automatic,6.45
Jeep,Compass,"27,000",First,2019,Petrol,FWD,BS,19.55
Maruti,Suzuki,"33,000",First,2019,Petrol,17.99,FWD,19.55
BMW,3,"50,000",First,2014,Diesel,18.88,Automatic,16.75
Hyundai,Elite,"48,000",Second,2018,Petrol,19.8,Automatic,6.45
Audi,Q7,"35,000",First,2019,Diesel,14.75,Automatic,6.45
Maruti,Suzuki,"18,200",First,2020,Petrol,20.52,FWD,6.45
Honda,City,"61,097",First,2013,Petrol,15.6,Automatic,4.9
Audi,Q2,"19,000",First,2020,Petrol,188,15.3,30.5
Audi,A3,"40,500",First,2016,Diesel,FWD,Turbocharged,22.25
Audi,A3,"22,756",First,2019,Diesel,FWD,Turbocharged,26.95
Audi,A4,"73,560",First,2018,Diesel,FWD,BS,29.75
Audi,A3,"15,530",First,2019,Diesel,FWD,Turbocharged,29
Audi,Q3,"48,800",Second,2017,Petrol,FWD,BS,29
Skoda,Superb,"34,463",Second,2017,Petrol,14.81,Automatic,15.95
Audi,Q3,"48,803",First,2017,Petrol,FWD,BS,15.95
Jeep,Compass,"24,500",First,2021,Diesel,17.1,AWD,31.9
Mercedes-Benz,S-Class,"40,000",First,2015,Diesel,Automatic,Idle,54
Honda,City,"42,499",First,2018,Petrol,FWD,No,9.25
Mercedes-Benz,S-Class,"40,000",First,2015,Diesel,Automatic,Idle,54
Honda,City,"42,499",First,2018,Petrol,FWD,No,9.25
Hyundai,Creta,"41,949",First,2017,Petrol,15.29,Automatic,10.95
Audi,A4,"43,500",Second,2017,Diesel,FWD,BS,26.3
Mahindra,XUV500,"79,000",Second,2013,Diesel,16,Manual,5.95
MG,Hector,"45,000",First,2019,Diesel,17.41,Manual,16.9
Mercedes-Benz,E-Class,"39,000",Second,2014,Petrol,12.06,Automatic,18.75
Mercedes-Benz,CLA,"42,000",First,2016,Petrol,FWD,Turbocharged,21.25
Toyota,Corolla,"46,000",Second,2015,Petrol,16.7,Manual,7.65
Mahindra,Thar,"17,700",First,2020,Diesel,4WD,BS,15.21
Skoda,Octavia,"45,000",Second,2015,Petrol,14.7,Automatic,8.9
Hyundai,Verna,"31,000",Second,2016,Petrol,FWD,No,6.35
Honda,CR-V,"45,500",First,2019,Petrol,13.7,Automatic,24.75
Audi,Q3,"45,000",Second,2014,Diesel,15.77,Automatic,16.9
Hyundai,Verna,"31,000",Second,2016,Petrol,FWD,No,6.35
Honda,CR-V,"45,500",First,2019,Petrol,13.7,Automatic,24.75
Audi,Q3,"45,000",Second,2014,Diesel,15.77,Automatic,16.9
BMW,X5,"60,000",First,2016,Diesel,AWD,4886,47
Skoda,Superb,"63,221",First,2017,Petrol,14.81,Automatic,15.5
BMW,X3,"45,000",First,2019,Diesel,16.55,Automatic,15.5
Audi,A6,"43,000",First,2016,Diesel,16.66,Automatic,27.75
Hyundai,Creta,"50,000",First,2019,Petrol,15.29,Automatic,13.99
Hyundai,i10,"40,714",First,2013,Petrol,16.95,Automatic,3.95
Volkswagen,Tiguan,"56,000",Second,2017,Diesel,16.65,Automatic,22.9
Maruti,Suzuki,"38,702",First,2012,Petrol,20.5,Manual,2.85
Hyundai,Alcazar,"24,000",First,2021,Petrol,14.2,FWD,21.4
Jaguar,XE,"42,000",First,2017,Petrol,13.06,Automatic,24.25
Hyundai,Alcazar,"4,600",First,2022,Diesel,250,905,23.25
Hyundai,Alcazar,"24,000",First,2021,Petrol,14.2,FWD,21.4
Jaguar,XE,"42,000",First,2017,Petrol,13.06,Automatic,24.25
Hyundai,Alcazar,"4,600",First,2022,Diesel,250,905,23.25
Audi,A3,"15,530",First,2019,Diesel,FWD,Turbocharged,29
Honda,City,"44,415",First,2017,Petrol,18,Automatic,7.95
Renault,Kwid,"9,986",First,2018,Petrol,24.04,AMT,3.95
Maruti,Suzuki,"44,383",First,2016,Petrol,20.51,Manual,3.95
Hyundai,Verna,"52,000",First,2015,Petrol,FWD,4370,6.9
Mercedes-Benz,M-Class,"75,000",First,2014,Diesel,15.26,Automatic,25.5
Mercedes-Benz,GLA,"51,000",First,2017,Petrol,FWD,BS,22.5
Honda,Amaze,"21,087",First,2015,Petrol,17.8,Manual,4.75
Honda,Amaze,"58,091",First,2017,Petrol,17.8,Manual,5.45
Mercedes-Benz,B-Class,"41,000",First,2016,Petrol,14.8,Automatic,15.75
Maruti,Suzuki,"17,872",First,2016,Petrol,20.729999542236328,Manual,6.55
Audi,S5,"11,000",First,2018,Petrol,349,10.6,72
Mercedes-Benz,CLA,"33,600",First,2017,Petrol,FWD,BS,25.5
Audi,Q7,"78,000",Second,2016,Diesel,14.75,Automatic,25.5
Ford,Endeavour,"27,000",First,2018,Diesel,12.62,Automatic,29.95
Mercedes-Benz,CLA,"33,600",First,2017,Petrol,FWD,BS,25.5
Audi,S5,"11,000",First,2018,Petrol,349,10.6,72
Audi,Q7,"78,000",Second,2016,Diesel,14.75,Automatic,72
Mercedes-Benz,GLA,"64,000",Second,2016,Diesel,FWD,BS,19.25
Maruti,Suzuki,"46,993",First,2017,Petrol,19.12,Automatic,7.5
Renault,Kwid,"9,986",First,2018,Petrol,24.04,AMT,3.95
Honda,City,"44,415",First,2017,Petrol,18,Automatic,7.95
Maruti,Suzuki,"44,383",First,2016,Petrol,20.51,Manual,3.95
Hyundai,Grand,"9,759",First,2016,Petrol,16.95,Automatic,5.95
Volkswagen,Polo,"34,000",Second,2015,Petrol,16.47,Manual,4.75
Toyota,Corolla,"29,000",First,2018,Petrol,16.7,Automatic,14.75
Maruti,Suzuki,"58,000",Second,2014,Petrol,19,Manual,2.6
Hyundai,Creta,"60,000",First,2017,Petrol,15.29,Automatic,10.45
Honda,City,"60,382",First,2017,Petrol,18,Automatic,9
Hyundai,Elite,"37,657",First,2018,Petrol,19.8,Manual,7.05
Maruti,Suzuki,"18,000",First,2020,Petrol,20.4,Manual,6.75
Hyundai,Elite,"37,657",First,2018,Petrol,19.8,Manual,7.05
Hyundai,Creta,"60,000",First,2017,Petrol,15.29,Automatic,10.45
Honda,City,"60,382",First,2017,Petrol,18,Automatic,9
Honda,City,"37,632",First,2018,Petrol,FWD,No,8.25
Maruti,Suzuki,"36,191",Second,2014,Petrol + CNG,20.5,Manual,3.5
Hyundai,Santro,"13,208",First,2019,Petrol,FWD,BS,5.25
Renault,Triber,"24,430",First,2020,Petrol,18.2,FWD,7.25
Audi,Q5,"39,900",First,2018,Diesel,18.2,FWD,7.25
Audi,A4,"70,354",First,2013,Petrol,8.96,Automatic,13.95
Honda,City,"45,000",First,2020,Petrol,18,FWD,14.5
Hyundai,Creta,"11,000",First,2020,Petrol,17,FWD,17.45
Hyundai,Venue,"27,000",First,2020,Petrol,17.8,FWD,10.55
Volkswagen,Tiguan,"25,000",First,2021,Petrol,10.87,4WD,33.75
Hyundai,Verna,"22,000",First,2018,Petrol,FWD,No,9.55
BMW,7,"28,000",First,2017,Diesel,16.77,Automatic,68.95
Honda,Brio,"31,584",First,2012,Petrol,16.77,Automatic,68.95
BMW,X5,"26,000",First,2016,Diesel,AWD,4886,49
